40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
40,40,40,117,118,118,119,40,40,40,40,40,40,40,40,40,40,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,57,57,6,6,6,6,6
40,40,117,181,134,134,180,119,40,40,40,40,40,40,40,40,40,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,57,57,6,6,6,6,6,6
40,117,181,134,134,134,134,180,119,40,40,40,40,40,40,40,40,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,57,57,57,6,6,6,6
40,149,165,134,134,134,134,134,135,40,40,40,40,40,40,40,40,6,6,6,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
40,40,149,165,134,134,134,134,135,40,40,40,40,40,40,6,6,6,6,6,6,6,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
40,40,40,149,165,134,134,164,151,40,6,6,6,6,6,6,6,6,6,6,6,6,6,6,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
40,40,1,40,149,150,150,151,40,40,6,6,6,6,6,6,6,6,6,6,6,6,6,6,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
40,40,40,40,40,40,40,40,40,40,6,6,6,6,6,6,6,6,6,6,6,6,6,6,40,40,1,1,1,1,1,40,40,40,40,40,40,40,40,40
40,40,6,6,6,40,40,40,40,40,6,6,6,6,6,6,6,6,6,6,6,6,6,6,40,1,1,1,96,1,1,1,40,40,40,40,40,40,40,40
40,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,40,1,96,1,1,1,96,1,40,40,40,40,40,40,40,40
40,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,40,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40,6,6,6,6,6,40,40,40,40,6,6,6,6,6,6,6,6,6,6,6,6,6,6,40,40,40,1,1,1,1,1,1,1,1,1,1,1,1,1
40,40,6,6,6,40,40,40,40,40,40,40,40,6,6,6,6,6,6,6,6,6,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,6,6,17,17,17,6,6,6,6,6,6,6,40,40,40,117,118,118,119,40
40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,6,6,6,17,17,6,6,6,6,6,6,6,40,40,117,181,134,134,180,119
217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,218,40,6,6,6,17,6,17,6,6,6,6,6,6,6,40,117,181,134,134,134,134,135
40,40,40,40,219,40,40,40,40,40,40,40,40,40,40,219,219,234,40,40,40,40,40,40,40,40,40,40,40,6,6,6,40,149,165,134,134,134,134,135
40,219,219,219,219,219,219,219,219,219,219,219,219,219,40,40,219,234,40,40,40,40,40,40,40,40,40,40,40,6,6,6,40,40,149,165,134,134,164,151
40,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,219,234,1,40,40,40,40,40,40,40,40,40,40,6,6,6,40,40,40,149,150,150,151,40
40,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,219,234,1,40,40,40,40,40,40,40,40,40,40,6,6,6,40,40,40,40,40,40,40,40
40,7,7,219,40,40,40,40,40,40,40,40,40,219,7,7,219,234,1,40,40,40,40,40,40,40,40,40,40,6,6,6,40,40,40,40,40,40,40,40
40,7,7,219,219,219,40,40,40,40,40,40,40,40,7,7,219,234,1,40,40,40,40,40,40,40,40,40,40,6,6,6,40,40,40,40,40,40,40,40
40,7,7,219,219,219,40,40,40,40,40,40,40,234,7,7,219,234,1,40,40,40,40,40,40,40,40,40,40,6,6,6,40,40,40,40,40,40,40,40
40,7,7,219,219,219,40,219,40,40,40,40,40,234,7,7,219,234,1,40,40,40,40,40,40,40,40,40,40,6,6,6,40,40,40,40,40,40,40,40
40,253,253,219,219,219,219,40,219,40,40,40,40,219,7,7,219,234,1,40,40,40,40,40,40,40,40,40,40,6,6,6,6,6,6,6,6,6,6,6
249,249,249,249,249,249,219,40,40,40,40,40,40,219,253,253,219,234,1,40,40,40,40,40,40,40,40,40,40,6,6,6,6,6,6,6,6,6,6,6
265,265,265,265,265,266,248,249,249,249,249,249,249,249,249,249,249,250,1,40,40,40,40,40,40,40,40,40,40,6,6,6,6,6,6,6,6,6,6,6
281,281,281,281,281,282,265,265,265,265,265,265,265,265,265,265,265,266,1,40,40,40,40,40,40,40,40,40,40,6,6,6,40,40,40,40,40,40,40,40
40,6,6,1,1,40,281,281,281,281,281,281,281,281,281,281,281,282,1,40,40,40,40,40,40,40,40,40,40,6,6,6,40,40,40,40,40,40,40,40
40,6,6,1,1,40,40,40,40,40,40,1,1,1,6,6,1,1,40,40,40,40,40,40,40,40,40,40,40,6,6,6,40,40,40,40,40,40,40,40
40,6,6,1,1,40,40,40,40,40,40,1,1,1,6,6,1,1,1,1,1,1,1,1,1,1,40,40,40,6,6,6,40,40,40,40,40,40,40,40
40,6,6,1,1,40,40,40,40,40,40,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,17,6,17,6,6,6,40,40,40,40,40,40,40,40
40,6,6,1,1,1,1,1,1,40,40,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,17,17,17,6,6,6,40,40,40,40,40,40,40,40
40,6,6,6,6,6,6,6,1,40,40,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,17,17,6,6,6,6,40,40,40,40,40,40,40,40
40,6,6,6,6,6,6,6,1,40,40,40,40,1,1,1,1,1,40,40,40,40,40,40,40,40,40,40,40,6,6,6,40,40,40,40,40,40,40,40
40,1,1,1,1,1,6,6,1,40,40,40,40,1,1,1,1,1,40,40,40,40,40,40,40,40,40,40,40,6,6,6,40,40,40,40,40,40,40,40
40,1,1,1,1,1,6,6,1,1,40,40,40,40,1,1,1,1,40,40,40,40,40,40,40,40,40,40,40,6,6,6,40,40,40,40,40,40,40,40
40,1,1,1,1,1,6,6,1,1,40,40,40,40,1,1,1,1,40,40,40,40,40,40,40,40,40,40,40,6,6,6,40,40,40,40,40,40,40,40
40,1,1,1,1,1,6,6,1,1,40,40,40,40,1,1,1,1,40,40,40,40,40,40,40,40,40,40,6,6,6,6,6,40,40,40,40,40,40,40
40,1,1,1,1,1,6,6,6,6,57,57,57,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,40,40,40,40,40,40,40
40,1,1,96,1,1,6,6,6,6,57,57,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,40,40,40,40,40,40,40
40,1,1,1,1,1,6,6,6,6,6,57,57,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,40,40,40,40,40,40,40
40,1,1,1,1,1,6,6,1,1,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,6,6,6,6,40,40,40,40,40,40,40
40,1,1,1,1,1,6,6,1,1,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,6,40,40,40,40,40,40,40,40,40
40,40,40,40,1,1,6,6,1,1,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,6,40,40,40,40,40,40,40,40,40
40,40,40,40,1,1,6,6,1,1,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,6,40,40,40,40,40,40,40,40,40
40,40,40,40,1,1,6,6,1,1,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,6,40,40,40,40,40,40,40,40,40
40,40,40,40,1,1,6,6,1,1,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,6,40,40,40,40,40,40,40,40,40
40,40,40,40,1,1,6,6,1,1,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,6,40,40,40,40,40,40,40,40,40
40,40,40,40,1,1,6,6,1,1,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,6,40,40,40,40,40,40,40,40,40
6,6,6,6,6,6,6,6,1,1,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,6,40,40,40,40,40,40,40,40,40
6,6,6,6,6,6,6,6,1,1,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,6,40,40,40,40,40,40,40,40,40
6,6,6,6,6,6,6,6,1,1,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,6,40,40,40,40,40,40,40,40,40
40,1,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,117,118,118,118,6,6,118,118,119,40,40,40,40,40,40
40,1,1,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,133,134,134,134,6,6,134,134,135,40,40,40,40,40,40
40,1,1,1,6,6,1,1,1,117,118,118,118,118,118,118,118,118,118,118,118,118,119,1,1,133,134,134,134,6,6,134,134,135,40,40,40,40,40,40
40,1,117,118,27,27,119,1,1,133,134,164,150,150,150,150,150,165,134,134,134,134,135,1,1,133,134,134,134,6,6,134,134,135,40,40,40,40,40,40
40,117,181,134,27,27,180,118,118,181,134,135,1,1,1,1,1,133,134,134,134,134,135,1,1,133,134,134,134,6,6,134,134,135,40,40,40,40,40,40
40,133,134,134,25,25,29,29,29,29,29,29,29,25,25,1,1,133,134,134,134,134,135,1,1,133,134,134,134,28,28,134,134,180,119,40,40,40,40,40
40,149,150,165,25,25,29,29,29,29,29,29,29,25,25,1,1,133,134,134,134,134,135,1,1,133,134,134,134,28,28,134,134,134,135,40,40,40,40,40
1,1,1,133,134,134,134,134,134,134,134,134,134,27,27,119,1,133,134,134,134,134,135,1,1,133,134,134,134,28,28,134,134,134,135,40,40,40,40,40
1,1,1,133,134,134,134,134,134,134,134,134,134,27,27,180,118,181,134,134,134,134,180,118,118,181,134,134,134,28,28,134,134,134,180,118,118,119,40,40
40,1,1,133,134,134,134,134,134,134,134,134,134,27,27,134,134,134,134,134,134,134,134,134,134,134,134,134,134,28,28,134,134,134,134,134,134,135,40,40
